Academic_Year,Term,Course_ID,Course_Title,Section_ID,Enrolled_Count,class_size_status
2021-22,Spring,C00326,Computer Science UG Course 2,SEC002531,9,Underfilled
2021-22,Spring,C00328,Computer Science UG Course 4,SEC002532,9,Underfilled
2021-22,Spring,C00330,Computer Science UG Course 6,SEC002533,3,Underfilled
2021-22,Spring,C00331,Computer Science UG Course 7,SEC002534,10,Underfilled
2021-22,Spring,C00332,Computer Science UG Course 8,SEC002535,9,Underfilled
2021-22,Spring,C00333,Computer Science UG Course 9,SEC002536,23,Optimal
2021-22,Spring,C00334,Computer Science UG Course 10,SEC002537,4,Underfilled
2021-22,Spring,C00340,Computer Science UG Course 16,SEC002538,11,Underfilled
2021-22,Spring,C00341,Computer Science UG Course 17,SEC002539,14,Underfilled
2021-22,Spring,C00342,Computer Science UG Course 18,SEC002540,31,Overfilled
2021-22,Spring,C00345,Computer Science UG Course 21,SEC002541,4,Underfilled
2021-22,Spring,C00347,Computer Science UG Course 23,SEC002542,37,Overfilled
2021-22,Spring,C00348,Computer Science UG Course 24,SEC002543,5,Underfilled
2021-22,Spring,C00349,Computer Science UG Course 25,SEC002544,1,Underfilled
2021-22,Spring,C00350,Computer Science UG Course 26,SEC002545,6,Underfilled
2021-22,Spring,C00351,Computer Science UG Course 27,SEC002546,4,Underfilled
2021-22,Spring,C00354,Computer Science UG Course 30,SEC002547,1,Underfilled
2021-22,Spring,C00355,Computer Science UG Course 31,SEC002548,4,Underfilled
2021-22,Spring,C00356,Computer Science UG Course 32,SEC002549,10,Underfilled
2021-22,Spring,C00357,Computer Science UG Course 33,SEC002550,5,Underfilled
2021-22,Spring,C00359,Computer Science UG Course 35,SEC002551,5,Underfilled
2021-22,Spring,C00360,Computer Science UG Course 36,SEC002552,9,Underfilled
2021-22,Spring,C00361,Computer Science UG Course 37,SEC002553,10,Underfilled
2021-22,Spring,C00362,Computer Science UG Course 38,SEC002554,5,Underfilled
2021-22,Spring,C00363,Computer Science UG Course 39,SEC002555,7,Underfilled
2021-22,Spring,C00364,Computer Science UG Course 40,SEC002556,2,Underfilled
2021-22,Spring,C00379,Data Science UG Course 1,SEC002557,6,Underfilled
2021-22,Spring,C00380,Data Science UG Course 2,SEC002558,4,Underfilled
2021-22,Spring,C00381,Data Science UG Course 3,SEC002559,10,Underfilled
2021-22,Spring,C00383,Data Science UG Course 5,SEC002560,2,Underfilled
2021-22,Spring,C00384,Data Science UG Course 6,SEC002561,6,Underfilled
2021-22,Spring,C00388,Data Science UG Course 10,SEC002562,8,Underfilled
2021-22,Spring,C00389,Data Science UG Course 11,SEC002563,1,Underfilled
2021-22,Spring,C00390,Data Science UG Course 12,SEC002564,2,Underfilled
2021-22,Spring,C00391,Data Science UG Course 13,SEC002565,2,Underfilled
2021-22,Spring,C00392,Data Science UG Course 14,SEC002566,5,Underfilled
2021-22,Spring,C00393,Data Science UG Course 15,SEC002567,7,Underfilled
2021-22,Spring,C00394,Data Science UG Course 16,SEC002568,6,Underfilled
2021-22,Spring,C00395,Data Science UG Course 17,SEC002569,11,Underfilled
2021-22,Spring,C00397,Data Science UG Course 19,SEC002570,4,Underfilled
2021-22,Spring,C00398,Data Science UG Course 20,SEC002571,7,Underfilled
2021-22,Spring,C00399,Data Science UG Course 21,SEC002572,7,Underfilled
2021-22,Spring,C00401,Data Science UG Course 23,SEC002573,35,Overfilled
2021-22,Spring,C00403,Data Science UG Course 25,SEC002574,22,Optimal
2021-22,Spring,C00403,Data Science UG Course 25,SEC002575,22,Optimal
2021-22,Spring,C00404,Data Science UG Course 26,SEC002576,10,Underfilled
2021-22,Spring,C00405,Data Science UG Course 27,SEC002577,5,Underfilled
2021-22,Spring,C00406,Data Science UG Course 28,SEC002578,9,Underfilled
2021-22,Spring,C00408,Data Science UG Course 30,SEC002579,33,Overfilled
2021-22,Spring,C00409,Data Science UG Course 31,SEC002580,7,Underfilled
2021-22,Spring,C00411,Data Science UG Course 33,SEC002581,1,Underfilled
2021-22,Spring,C00413,Data Science UG Course 35,SEC002582,9,Underfilled
2021-22,Spring,C00414,Data Science UG Course 36,SEC002583,25,Optimal
2021-22,Spring,C00415,Data Science UG Course 37,SEC002584,10,Underfilled
2021-22,Spring,C00416,Data Science UG Course 38,SEC002585,9,Underfilled
2021-22,Spring,C00417,Data Science UG Course 39,SEC002586,2,Underfilled
2021-22,Spring,C00424,Data Science PG Course 6,SEC002587,3,Underfilled
2021-22,Spring,C00433,Cybersecurity UG Course 1,SEC002588,7,Underfilled
2021-22,Spring,C00435,Cybersecurity UG Course 3,SEC002589,5,Underfilled
2021-22,Spring,C00436,Cybersecurity UG Course 4,SEC002590,5,Underfilled
2021-22,Spring,C00438,Cybersecurity UG Course 6,SEC002591,9,Underfilled
2021-22,Spring,C00439,Cybersecurity UG Course 7,SEC002592,1,Underfilled
2021-22,Spring,C00441,Cybersecurity UG Course 9,SEC002593,7,Underfilled
2021-22,Spring,C00442,Cybersecurity UG Course 10,SEC002594,7,Underfilled
2021-22,Spring,C00444,Cybersecurity UG Course 12,SEC002595,7,Underfilled
2021-22,Spring,C00446,Cybersecurity UG Course 14,SEC002596,8,Underfilled
2021-22,Spring,C00447,Cybersecurity UG Course 15,SEC002597,4,Underfilled
2021-22,Spring,C00448,Cybersecurity UG Course 16,SEC002598,7,Underfilled
2021-22,Spring,C00449,Cybersecurity UG Course 17,SEC002599,5,Underfilled
2021-22,Spring,C00452,Cybersecurity UG Course 20,SEC002600,1,Underfilled
2021-22,Spring,C00454,Cybersecurity UG Course 22,SEC002601,2,Underfilled
2021-22,Spring,C00456,Cybersecurity UG Course 24,SEC002602,7,Underfilled
2021-22,Spring,C00459,Cybersecurity UG Course 27,SEC002603,34,Overfilled
2021-22,Spring,C00461,Cybersecurity UG Course 29,SEC002604,4,Underfilled
2021-22,Spring,C00462,Cybersecurity UG Course 30,SEC002605,1,Underfilled
2021-22,Spring,C00463,Cybersecurity UG Course 31,SEC002606,7,Underfilled
2021-22,Spring,C00466,Cybersecurity UG Course 34,SEC002607,6,Underfilled
2021-22,Spring,C00468,Cybersecurity UG Course 36,SEC002608,4,Underfilled
2021-22,Spring,C00474,Cybersecurity PG Course 2,SEC002609,20,Optimal
2021-22,Spring,C00475,Cybersecurity PG Course 3,SEC002610,1,Underfilled
2021-22,Spring,C00476,Cybersecurity PG Course 4,SEC002611,10,Underfilled
2021-22,Spring,C00480,Cybersecurity PG Course 8,SEC002612,25,Optimal
2021-22,Spring,C00483,Cybersecurity PG Course 11,SEC002613,11,Underfilled
2021-22,Spring,C00484,Cybersecurity PG Course 12,SEC002614,22,Optimal
2021-22,Spring,C00486,Cybersecurity PG Course 14,SEC002615,10,Underfilled
2021-22,Spring,C00487,Nursing UG Course 1,SEC002616,7,Underfilled
2021-22,Spring,C00488,Nursing UG Course 2,SEC002617,6,Underfilled
2021-22,Spring,C00489,Nursing UG Course 3,SEC002618,2,Underfilled
2021-22,Spring,C00490,Nursing UG Course 4,SEC002619,25,Optimal
2021-22,Spring,C00492,Nursing UG Course 6,SEC002620,6,Underfilled
2021-22,Spring,C00493,Nursing UG Course 7,SEC002621,1,Underfilled
2021-22,Spring,C00495,Nursing UG Course 9,SEC002622,20,Optimal
2021-22,Spring,C00499,Nursing UG Course 13,SEC002623,5,Underfilled
2021-22,Spring,C00501,Nursing UG Course 15,SEC002624,1,Underfilled
2021-22,Spring,C00502,Nursing UG Course 16,SEC002625,9,Underfilled
2021-22,Spring,C00505,Nursing UG Course 19,SEC002626,7,Underfilled
2021-22,Spring,C00507,Nursing UG Course 21,SEC002627,3,Underfilled
2021-22,Spring,C00508,Nursing UG Course 22,SEC002628,7,Underfilled
2021-22,Spring,C00509,Nursing UG Course 23,SEC002629,8,Underfilled
2021-22,Spring,C00510,Nursing UG Course 24,SEC002630,3,Underfilled
2021-22,Spring,C00513,Nursing UG Course 27,SEC002631,7,Underfilled
2021-22,Spring,C00515,Nursing UG Course 29,SEC002632,5,Underfilled
2021-22,Spring,C00517,Nursing UG Course 31,SEC002633,27,Optimal
2021-22,Spring,C00519,Nursing UG Course 33,SEC002634,1,Underfilled
2021-22,Spring,C00520,Nursing UG Course 34,SEC002635,27,Optimal
2021-22,Spring,C00522,Nursing UG Course 36,SEC002636,5,Underfilled
2021-22,Spring,C00523,Nursing UG Course 37,SEC002637,4,Underfilled
2021-22,Spring,C00526,Nursing UG Course 40,SEC002638,5,Underfilled
2021-22,Spring,C00528,Nursing PG Course 2,SEC002639,21,Optimal
2021-22,Spring,C00530,Nursing PG Course 4,SEC002640,4,Underfilled
2021-22,Spring,C00531,Nursing PG Course 5,SEC002641,19,Underfilled
2021-22,Spring,C00532,Nursing PG Course 6,SEC002642,8,Underfilled
2021-22,Spring,C00534,Nursing PG Course 8,SEC002643,12,Underfilled
2021-22,Spring,C00537,Nursing PG Course 11,SEC002644,21,Optimal
2021-22,Spring,C00540,Nursing PG Course 14,SEC002645,8,Underfilled
2021-22,Spring,C00541,Public Health UG Course 1,SEC002646,20,Optimal
2021-22,Spring,C00542,Public Health UG Course 2,SEC002647,4,Underfilled
2021-22,Spring,C00543,Public Health UG Course 3,SEC002648,9,Underfilled
2021-22,Spring,C00544,Public Health UG Course 4,SEC002649,18,Underfilled
2021-22,Spring,C00546,Public Health UG Course 6,SEC002650,5,Underfilled
2021-22,Spring,C00547,Public Health UG Course 7,SEC002651,5,Underfilled
2021-22,Spring,C00548,Public Health UG Course 8,SEC002652,4,Underfilled
2021-22,Spring,C00549,Public Health UG Course 9,SEC002653,2,Underfilled
2021-22,Spring,C00550,Public Health UG Course 10,SEC002654,27,Optimal
2021-22,Spring,C00550,Public Health UG Course 10,SEC002655,26,Optimal
2021-22,Spring,C00551,Public Health UG Course 11,SEC002656,12,Underfilled
2021-22,Spring,C00552,Public Health UG Course 12,SEC002657,17,Underfilled
2021-22,Spring,C00553,Public Health UG Course 13,SEC002658,14,Underfilled
2021-22,Spring,C00555,Public Health UG Course 15,SEC002659,6,Underfilled
2021-22,Spring,C00557,Public Health UG Course 17,SEC002660,7,Underfilled
2021-22,Spring,C00558,Public Health UG Course 18,SEC002661,11,Underfilled
2021-22,Spring,C00560,Public Health UG Course 20,SEC002662,16,Underfilled
2021-22,Spring,C00561,Public Health UG Course 21,SEC002663,11,Underfilled
2021-22,Spring,C00562,Public Health UG Course 22,SEC002664,5,Underfilled
2021-22,Spring,C00564,Public Health UG Course 24,SEC002665,7,Underfilled
2021-22,Spring,C00565,Public Health UG Course 25,SEC002666,18,Underfilled
2021-22,Spring,C00566,Public Health UG Course 26,SEC002667,10,Underfilled
2021-22,Spring,C00567,Public Health UG Course 27,SEC002668,1,Underfilled
2021-22,Spring,C00568,Public Health UG Course 28,SEC002669,6,Underfilled
2021-22,Spring,C00569,Public Health UG Course 29,SEC002670,5,Underfilled
2021-22,Spring,C00570,Public Health UG Course 30,SEC002671,4,Underfilled
2021-22,Spring,C00571,Public Health UG Course 31,SEC002672,7,Underfilled
2021-22,Spring,C00573,Public Health UG Course 33,SEC002673,5,Underfilled
2021-22,Spring,C00576,Public Health UG Course 36,SEC002674,8,Underfilled
2021-22,Spring,C00577,Public Health UG Course 37,SEC002675,5,Underfilled
2021-22,Spring,C00578,Public Health UG Course 38,SEC002676,5,Underfilled
2021-22,Spring,C00579,Public Health UG Course 39,SEC002677,1,Underfilled
2021-22,Spring,C00580,Public Health UG Course 40,SEC002678,6,Underfilled
2021-22,Spring,C00589,Public Health PG Course 9,SEC002679,2,Underfilled
2021-22,Spring,C00595,Pharmacy UG Course 1,SEC002680,8,Underfilled
2021-22,Spring,C00596,Pharmacy UG Course 2,SEC002681,5,Underfilled
2021-22,Spring,C00598,Pharmacy UG Course 4,SEC002682,3,Underfilled
2021-22,Spring,C00599,Pharmacy UG Course 5,SEC002683,7,Underfilled
2021-22,Spring,C00600,Pharmacy UG Course 6,SEC002684,10,Underfilled
2021-22,Spring,C00601,Pharmacy UG Course 7,SEC002685,25,Optimal
2021-22,Spring,C00601,Pharmacy UG Course 7,SEC002686,25,Optimal
2021-22,Spring,C00602,Pharmacy UG Course 8,SEC002687,2,Underfilled
2021-22,Spring,C00603,Pharmacy UG Course 9,SEC002688,22,Optimal
2021-22,Spring,C00604,Pharmacy UG Course 10,SEC002689,3,Underfilled
2021-22,Spring,C00605,Pharmacy UG Course 11,SEC002690,1,Underfilled
2021-22,Spring,C00606,Pharmacy UG Course 12,SEC002691,11,Underfilled
2021-22,Spring,C00607,Pharmacy UG Course 13,SEC002692,5,Underfilled
2021-22,Spring,C00608,Pharmacy UG Course 14,SEC002693,4,Underfilled
2021-22,Spring,C00610,Pharmacy UG Course 16,SEC002694,2,Underfilled
2021-22,Spring,C00611,Pharmacy UG Course 17,SEC002695,5,Underfilled
2021-22,Spring,C00612,Pharmacy UG Course 18,SEC002696,4,Underfilled
2021-22,Spring,C00613,Pharmacy UG Course 19,SEC002697,11,Underfilled
2021-22,Spring,C00614,Pharmacy UG Course 20,SEC002698,4,Underfilled
2021-22,Spring,C00615,Pharmacy UG Course 21,SEC002699,6,Underfilled
2021-22,Spring,C00616,Pharmacy UG Course 22,SEC002700,1,Underfilled
2021-22,Spring,C00617,Pharmacy UG Course 23,SEC002701,5,Underfilled
2021-22,Spring,C00618,Pharmacy UG Course 24,SEC002702,6,Underfilled
2021-22,Spring,C00619,Pharmacy UG Course 25,SEC002703,8,Underfilled
2021-22,Spring,C00620,Pharmacy UG Course 26,SEC002704,9,Underfilled
2021-22,Spring,C00621,Pharmacy UG Course 27,SEC002705,4,Underfilled
2021-22,Spring,C00623,Pharmacy UG Course 29,SEC002706,8,Underfilled
2021-22,Spring,C00624,Pharmacy UG Course 30,SEC002707,9,Underfilled
2021-22,Spring,C00626,Pharmacy UG Course 32,SEC002708,1,Underfilled
2021-22,Spring,C00630,Pharmacy UG Course 36,SEC002709,23,Optimal
2021-22,Spring,C00631,Pharmacy UG Course 37,SEC002710,7,Underfilled
2021-22,Spring,C00632,Pharmacy UG Course 38,SEC002711,9,Underfilled
2021-22,Spring,C00634,Pharmacy UG Course 40,SEC002712,19,Underfilled
2021-22,Spring,C00634,Pharmacy UG Course 40,SEC002713,18,Underfilled
2021-22,Spring,C00642,Pharmacy PG Course 8,SEC002714,1,Underfilled
2021-22,Spring,C00643,Pharmacy PG Course 9,SEC002715,1,Underfilled
2021-22,Spring,C00644,Pharmacy PG Course 10,SEC002716,5,Underfilled
2021-22,Spring,C00650,Psychology UG Course 2,SEC002717,23,Optimal
2021-22,Spring,C00650,Psychology UG Course 2,SEC002718,22,Optimal
2021-22,Spring,C00652,Psychology UG Course 4,SEC002719,5,Underfilled
2021-22,Spring,C00653,Psychology UG Course 5,SEC002720,3,Underfilled
2021-22,Spring,C00654,Psychology UG Course 6,SEC002721,12,Underfilled
2021-22,Spring,C00655,Psychology UG Course 7,SEC002722,13,Underfilled
2021-22,Spring,C00656,Psychology UG Course 8,SEC002723,7,Underfilled
2021-22,Spring,C00658,Psychology UG Course 10,SEC002724,9,Underfilled
2021-22,Spring,C00660,Psychology UG Course 12,SEC002725,4,Underfilled
2021-22,Spring,C00661,Psychology UG Course 13,SEC002726,2,Underfilled
2021-22,Spring,C00662,Psychology UG Course 14,SEC002727,2,Underfilled
2021-22,Spring,C00664,Psychology UG Course 16,SEC002728,1,Underfilled
2021-22,Spring,C00665,Psychology UG Course 17,SEC002729,9,Underfilled
2021-22,Spring,C00666,Psychology UG Course 18,SEC002730,38,Overfilled
2021-22,Spring,C00667,Psychology UG Course 19,SEC002731,1,Underfilled
2021-22,Spring,C00668,Psychology UG Course 20,SEC002732,7,Underfilled
2021-22,Spring,C00670,Psychology UG Course 22,SEC002733,6,Underfilled
2021-22,Spring,C00671,Psychology UG Course 23,SEC002734,9,Underfilled
2021-22,Spring,C00672,Psychology UG Course 24,SEC002735,3,Underfilled
2021-22,Spring,C00673,Psychology UG Course 25,SEC002736,10,Underfilled
2021-22,Spring,C00674,Psychology UG Course 26,SEC002737,1,Underfilled
2021-22,Spring,C00675,Psychology UG Course 27,SEC002738,13,Underfilled
2021-22,Spring,C00676,Psychology UG Course 28,SEC002739,7,Underfilled
2021-22,Spring,C00677,Psychology UG Course 29,SEC002740,16,Underfilled
2021-22,Spring,C00678,Psychology UG Course 30,SEC002741,9,Underfilled
2021-22,Spring,C00679,Psychology UG Course 31,SEC002742,1,Underfilled
2021-22,Spring,C00680,Psychology UG Course 32,SEC002743,14,Underfilled
2021-22,Spring,C00681,Psychology UG Course 33,SEC002744,9,Underfilled
2021-22,Spring,C00682,Psychology UG Course 34,SEC002745,1,Underfilled
2021-22,Spring,C00683,Psychology UG Course 35,SEC002746,12,Underfilled
2021-22,Spring,C00684,Psychology UG Course 36,SEC002747,7,Underfilled
2021-22,Spring,C00685,Psychology UG Course 37,SEC002748,41,Overfilled
2021-22,Spring,C00686,Psychology UG Course 38,SEC002749,29,Optimal
2021-22,Spring,C00688,Psychology UG Course 40,SEC002750,13,Underfilled
2021-22,Spring,C00703,Education UG Course 1,SEC002751,3,Underfilled
2021-22,Spring,C00704,Education UG Course 2,SEC002752,2,Underfilled
2021-22,Spring,C00705,Education UG Course 3,SEC002753,4,Underfilled
2021-22,Spring,C00706,Education UG Course 4,SEC002754,1,Underfilled
2021-22,Spring,C00707,Education UG Course 5,SEC002755,12,Underfilled
2021-22,Spring,C00708,Education UG Course 6,SEC002756,1,Underfilled
2021-22,Spring,C00709,Education UG Course 7,SEC002757,3,Underfilled
2021-22,Spring,C00710,Education UG Course 8,SEC002758,3,Underfilled
2021-22,Spring,C00711,Education UG Course 9,SEC002759,7,Underfilled
2021-22,Spring,C00712,Education UG Course 10,SEC002760,5,Underfilled
2021-22,Spring,C00713,Education UG Course 11,SEC002761,5,Underfilled
2021-22,Spring,C00714,Education UG Course 12,SEC002762,1,Underfilled
2021-22,Spring,C00715,Education UG Course 13,SEC002763,1,Underfilled
2021-22,Spring,C00716,Education UG Course 14,SEC002764,7,Underfilled
2021-22,Spring,C00717,Education UG Course 15,SEC002765,6,Underfilled
2021-22,Spring,C00720,Education UG Course 18,SEC002766,6,Underfilled
2021-22,Spring,C00722,Education UG Course 20,SEC002767,4,Underfilled
2021-22,Spring,C00724,Education UG Course 22,SEC002768,5,Underfilled
2021-22,Spring,C00725,Education UG Course 23,SEC002769,3,Underfilled
2021-22,Spring,C00726,Education UG Course 24,SEC002770,11,Underfilled
2021-22,Spring,C00727,Education UG Course 25,SEC002771,2,Underfilled
2021-22,Spring,C00728,Education UG Course 26,SEC002772,39,Overfilled
2021-22,Spring,C00729,Education UG Course 27,SEC002773,4,Underfilled
2021-22,Spring,C00730,Education UG Course 28,SEC002774,10,Underfilled
2021-22,Spring,C00731,Education UG Course 29,SEC002775,7,Underfilled
2021-22,Spring,C00732,Education UG Course 30,SEC002776,5,Underfilled
2021-22,Spring,C00733,Education UG Course 31,SEC002777,7,Underfilled
2021-22,Spring,C00734,Education UG Course 32,SEC002778,6,Underfilled
2021-22,Spring,C00735,Education UG Course 33,SEC002779,6,Underfilled
2021-22,Spring,C00736,Education UG Course 34,SEC002780,6,Underfilled
2021-22,Spring,C00737,Education UG Course 35,SEC002781,3,Underfilled
2021-22,Spring,C00739,Education UG Course 37,SEC002782,5,Underfilled
2021-22,Spring,C00741,Education UG Course 39,SEC002783,9,Underfilled
2021-22,Spring,C00759,Media UG Course 3,SEC002784,4,Underfilled
2021-22,Spring,C00760,Media UG Course 4,SEC002785,9,Underfilled
2021-22,Spring,C00761,Media UG Course 5,SEC002786,13,Underfilled
2021-22,Spring,C00762,Media UG Course 6,SEC002787,35,Overfilled
2021-22,Spring,C00763,Media UG Course 7,SEC002788,10,Underfilled
2021-22,Spring,C00764,Media UG Course 8,SEC002789,39,Overfilled
2021-22,Spring,C00765,Media UG Course 9,SEC002790,6,Underfilled
2021-22,Spring,C00766,Media UG Course 10,SEC002791,3,Underfilled
2021-22,Spring,C00767,Media UG Course 11,SEC002792,6,Underfilled
2021-22,Spring,C00769,Media UG Course 13,SEC002793,4,Underfilled
2021-22,Spring,C00770,Media UG Course 14,SEC002794,14,Underfilled
2021-22,Spring,C00771,Media UG Course 15,SEC002795,10,Underfilled
2021-22,Spring,C00773,Media UG Course 17,SEC002796,1,Underfilled
2021-22,Spring,C00774,Media UG Course 18,SEC002797,13,Underfilled
2021-22,Spring,C00776,Media UG Course 20,SEC002798,1,Underfilled
2021-22,Spring,C00777,Media UG Course 21,SEC002799,2,Underfilled
2021-22,Spring,C00778,Media UG Course 22,SEC002800,6,Underfilled
2021-22,Spring,C00780,Media UG Course 24,SEC002801,32,Overfilled
2021-22,Spring,C00783,Media UG Course 27,SEC002802,13,Underfilled
2021-22,Spring,C00784,Media UG Course 28,SEC002803,5,Underfilled
2021-22,Spring,C00785,Media UG Course 29,SEC002804,7,Underfilled
2021-22,Spring,C00786,Media UG Course 30,SEC002805,6,Underfilled
2021-22,Spring,C00788,Media UG Course 32,SEC002806,10,Underfilled
2021-22,Spring,C00790,Media UG Course 34,SEC002807,13,Underfilled
2021-22,Spring,C00792,Media UG Course 36,SEC002808,10,Underfilled
2021-22,Spring,C00793,Media UG Course 37,SEC002809,4,Underfilled
2021-22,Spring,C00795,Media UG Course 39,SEC002810,17,Underfilled
2021-22,Spring,C00796,Media UG Course 40,SEC002811,9,Underfilled
2022-23,Fall,C00001,Management UG Course 1,SEC002812,6,Underfilled
2022-23,Fall,C00002,Management UG Course 2,SEC002813,1,Underfilled
2022-23,Fall,C00003,Management UG Course 3,SEC002814,10,Underfilled
2022-23,Fall,C00004,Management UG Course 4,SEC002815,5,Underfilled
2022-23,Fall,C00005,Management UG Course 5,SEC002816,12,Underfilled
2022-23,Fall,C00007,Management UG Course 7,SEC002817,10,Underfilled
2022-23,Fall,C00008,Management UG Course 8,SEC002818,7,Underfilled
2022-23,Fall,C00009,Management UG Course 9,SEC002819,1,Underfilled
2022-23,Fall,C00010,Management UG Course 10,SEC002820,7,Underfilled
2022-23,Fall,C00011,Management UG Course 11,SEC002821,9,Underfilled
2022-23,Fall,C00012,Management UG Course 12,SEC002822,7,Underfilled
2022-23,Fall,C00013,Management UG Course 13,SEC002823,16,Underfilled
2022-23,Fall,C00014,Management UG Course 14,SEC002824,6,Underfilled
2022-23,Fall,C00015,Management UG Course 15,SEC002825,2,Underfilled
2022-23,Fall,C00016,Management UG Course 16,SEC002826,6,Underfilled
2022-23,Fall,C00017,Management UG Course 17,SEC002827,7,Underfilled
2022-23,Fall,C00019,Management UG Course 19,SEC002828,8,Underfilled
2022-23,Fall,C00020,Management UG Course 20,SEC002829,8,Underfilled
2022-23,Fall,C00021,Management UG Course 21,SEC002830,1,Underfilled
2022-23,Fall,C00022,Management UG Course 22,SEC002831,39,Overfilled
2022-23,Fall,C00023,Management UG Course 23,SEC002832,6,Underfilled
2022-23,Fall,C00024,Management UG Course 24,SEC002833,3,Underfilled
2022-23,Fall,C00025,Management UG Course 25,SEC002834,7,Underfilled
2022-23,Fall,C00026,Management UG Course 26,SEC002835,10,Underfilled
2022-23,Fall,C00027,Management UG Course 27,SEC002836,9,Underfilled
2022-23,Fall,C00028,Management UG Course 28,SEC002837,1,Underfilled
2022-23,Fall,C00029,Management UG Course 29,SEC002838,9,Underfilled
2022-23,Fall,C00030,Management UG Course 30,SEC002839,38,Overfilled
2022-23,Fall,C00031,Management UG Course 31,SEC002840,7,Underfilled
2022-23,Fall,C00032,Management UG Course 32,SEC002841,12,Underfilled
2022-23,Fall,C00033,Management UG Course 33,SEC002842,38,Overfilled
2022-23,Fall,C00034,Management UG Course 34,SEC002843,20,Optimal
2022-23,Fall,C00035,Management UG Course 35,SEC002844,12,Underfilled
2022-23,Fall,C00037,Management UG Course 37,SEC002845,3,Underfilled
2022-23,Fall,C00038,Management UG Course 38,SEC002846,8,Underfilled
2022-23,Fall,C00039,Management UG Course 39,SEC002847,4,Underfilled
2022-23,Fall,C00040,Management UG Course 40,SEC002848,6,Underfilled
2022-23,Fall,C00055,Finance UG Course 1,SEC002849,14,Underfilled
2022-23,Fall,C00056,Finance UG Course 2,SEC002850,8,Underfilled
2022-23,Fall,C00057,Finance UG Course 3,SEC002851,16,Underfilled
2022-23,Fall,C00058,Finance UG Course 4,SEC002852,18,Underfilled
2022-23,Fall,C00059,Finance UG Course 5,SEC002853,2,Underfilled
2022-23,Fall,C00060,Finance UG Course 6,SEC002854,7,Underfilled
2022-23,Fall,C00061,Finance UG Course 7,SEC002855,1,Underfilled
2022-23,Fall,C00062,Finance UG Course 8,SEC002856,14,Underfilled
2022-23,Fall,C00063,Finance UG Course 9,SEC002857,5,Underfilled
2022-23,Fall,C00064,Finance UG Course 10,SEC002858,4,Underfilled
2022-23,Fall,C00065,Finance UG Course 11,SEC002859,2,Underfilled
2022-23,Fall,C00068,Finance UG Course 14,SEC002860,9,Underfilled
2022-23,Fall,C00069,Finance UG Course 15,SEC002861,1,Underfilled
2022-23,Fall,C00070,Finance UG Course 16,SEC002862,9,Underfilled
2022-23,Fall,C00071,Finance UG Course 17,SEC002863,5,Underfilled
2022-23,Fall,C00072,Finance UG Course 18,SEC002864,14,Underfilled
2022-23,Fall,C00073,Finance UG Course 19,SEC002865,37,Overfilled
2022-23,Fall,C00074,Finance UG Course 20,SEC002866,6,Underfilled
2022-23,Fall,C00075,Finance UG Course 21,SEC002867,5,Underfilled
2022-23,Fall,C00076,Finance UG Course 22,SEC002868,10,Underfilled
2022-23,Fall,C00077,Finance UG Course 23,SEC002869,7,Underfilled
2022-23,Fall,C00078,Finance UG Course 24,SEC002870,6,Underfilled
2022-23,Fall,C00079,Finance UG Course 25,SEC002871,4,Underfilled
2022-23,Fall,C00081,Finance UG Course 27,SEC002872,12,Underfilled
2022-23,Fall,C00083,Finance UG Course 29,SEC002873,4,Underfilled
2022-23,Fall,C00084,Finance UG Course 30,SEC002874,11,Underfilled
2022-23,Fall,C00085,Finance UG Course 31,SEC002875,5,Underfilled
2022-23,Fall,C00087,Finance UG Course 33,SEC002876,4,Underfilled
2022-23,Fall,C00088,Finance UG Course 34,SEC002877,11,Underfilled
2022-23,Fall,C00090,Finance UG Course 36,SEC002878,7,Underfilled
2022-23,Fall,C00091,Finance UG Course 37,SEC002879,1,Underfilled
2022-23,Fall,C00092,Finance UG Course 38,SEC002880,20,Optimal
2022-23,Fall,C00093,Finance UG Course 39,SEC002881,11,Underfilled
2022-23,Fall,C00109,Marketing UG Course 1,SEC002882,12,Underfilled
2022-23,Fall,C00110,Marketing UG Course 2,SEC002883,3,Underfilled
2022-23,Fall,C00111,Marketing UG Course 3,SEC002884,13,Underfilled
2022-23,Fall,C00112,Marketing UG Course 4,SEC002885,3,Underfilled
2022-23,Fall,C00113,Marketing UG Course 5,SEC002886,1,Underfilled
2022-23,Fall,C00114,Marketing UG Course 6,SEC002887,11,Underfilled
2022-23,Fall,C00115,Marketing UG Course 7,SEC002888,5,Underfilled
2022-23,Fall,C00116,Marketing UG Course 8,SEC002889,7,Underfilled
2022-23,Fall,C00117,Marketing UG Course 9,SEC002890,6,Underfilled
2022-23,Fall,C00118,Marketing UG Course 10,SEC002891,1,Underfilled
2022-23,Fall,C00119,Marketing UG Course 11,SEC002892,5,Underfilled
2022-23,Fall,C00120,Marketing UG Course 12,SEC002893,6,Underfilled
2022-23,Fall,C00121,Marketing UG Course 13,SEC002894,5,Underfilled
2022-23,Fall,C00122,Marketing UG Course 14,SEC002895,9,Underfilled
2022-23,Fall,C00123,Marketing UG Course 15,SEC002896,30,Optimal
2022-23,Fall,C00124,Marketing UG Course 16,SEC002897,6,Underfilled
2022-23,Fall,C00125,Marketing UG Course 17,SEC002898,6,Underfilled
2022-23,Fall,C00126,Marketing UG Course 18,SEC002899,8,Underfilled
